CUST_ID,GENDER,MARITAL_STATUS,NATIONALITY,EDUCATION,EMPLOYMENT,OCCUPATION,AGE_IN_YEARS,NO_OF_DIFFERENT_PRODUCTS,LOAN_DEFAULT,DATE_OF_BIRTH,FIRST_CUSTOMER_OPENING_DATE,weekday
44549,Female,n/a,Russians,n/a,Housewife,n/a,44.503765,4,F,1959-10-29,1996-07-09,3.0
44652,Male,n/a,Other,n/a,n/a,Other Businessmen,42.78987,3,F,1961-07-16,1996-07-15,6.0
44732,Female,n/a,British,n/a,Private Company / Partnership,Other Professionals,59.665982,1,F,1944-08-30,1996-07-19,2.0
44888,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,45.010267,1,F,1959-04-27,1996-07-29,0.0
44948,Female,n/a,Other,n/a,Housewife,n/a,39.764545,1,T,1964-07-25,1996-07-31,5.0
45042,Female,Married,Greek Cypriot,n/a,Housewife,n/a,52.689938,1,F,1951-08-22,1996-08-06,2.0
45088,Female,n/a,British,n/a,Housewife,n/a,38.940452,4,F,1965-05-22,1996-08-08,5.0
45213,Female,Married,British,Secondary,Retired,n/a,67.509925,1,F,1936-10-26,1996-08-16,0.0
45288,Male,n/a,Other,n/a,Selfemployed,Other Businessmen,58.844627,4,F,1945-06-26,1996-08-21,1.0
45370,Male,n/a,Russians,n/a,n/a,Other Professionals,42.507871,5,F,1961-10-27,1996-08-27,4.0
45466,Female,n/a,Russians,n/a,n/a,Clerical Staff,36.733744,2,F,1967-08-06,1996-09-02,6.0
45649,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Businessmen,53.678303,1,F,1950-08-26,1996-09-11,5.0
45717,Male,Married,Other,n/a,Private Company / Partnership,Middle Manager,33.130732,5,F,1971-03-14,1996-09-16,6.0
45774,Female,Married,Russians,n/a,Private Company / Partnership,Middle Manager,36.328542,1,T,1968-01-01,1996-09-19,0.0
45848,Female,Married,Other,n/a,Private Company / Partnership,Clerical Staff,37.935661,2,F,1966-05-24,1996-09-23,1.0
45899,Female,n/a,Russians,n/a,Housewife,n/a,47.753593,1,F,1956-07-29,1996-09-26,6.0
45995,Female,n/a,Other,n/a,n/a,Unskilled Worker,49.648186,2,F,1954-09-06,1996-10-03,0.0
46077,Male,n/a,Other,n/a,n/a,MILITARY,74.477755,3,F,1929-11-07,1996-10-08,3.0
46116,Male,n/a,British,n/a,Retired,n/a,57.976728,1,F,1946-05-09,1996-10-10,3.0
46211,Male,Married,Greek,Secondary,Government - Semi-Government,MILITARY,33.672827,5,F,1970-08-28,1996-10-16,4.0
46299,Female,Married,British,n/a,Housewife,n/a,56.386037,3,F,1947-12-11,1996-10-22,3.0
46380,Male,n/a,Other,n/a,Private Company / Partnership,Teachers / Professors,55.674196,5,F,1948-08-27,1996-10-29,4.0
46466,Male,n/a,Other,n/a,Private Company / Partnership,SENIOR MANAGER,41.13347,1,F,1963-03-13,1996-11-01,2.0
46575,Female,n/a,Other,n/a,Private Company / Partnership,Skilled Worker,36.744695,2,F,1967-08-02,1996-11-08,2.0
46650,Female,Married,Greek,n/a,Private Company / Partnership,Salesmen,28.087611,2,F,1976-03-29,1996-11-15,0.0
46726,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,66.42026,3,F,1937-11-28,1996-11-22,6.0
46817,Male,Married,Greek,n/a,Retired,n/a,52.416153,5,F,1951-11-30,1996-11-29,4.0
46871,Female,Married,British,n/a,Private Company / Partnership,Skilled Worker,61.979466,4,F,1942-05-08,1996-12-04,4.0
46991,Male,n/a,Russians,n/a,n/a,Others,47.444216,1,F,1956-11-19,1996-12-11,0.0
47045,Female,n/a,Russians,n/a,Private Company / Partnership,Other Businessmen,44.99384,1,F,1959-05-03,1996-12-16,6.0
47151,Female,Married,British,n/a,Housewife,n/a,60.106776,1,F,1944-03-22,1996-12-23,2.0
47351,Male,n/a,British,n/a,Retired,n/a,57.774127,4,F,1946-07-22,1997-01-03,0.0
47455,Female,n/a,Greek Cypriot,n/a,Housewife,n/a,40.84052,1,F,1963-06-28,1997-01-09,4.0
47576,Male,n/a,Other,n/a,n/a,Unskilled Worker,39.92334,2,F,1964-05-28,1997-01-16,3.0
47652,Male,n/a,British,n/a,Private Company / Partnership,Clerical Staff,51.19781,2,F,1953-02-17,1997-01-21,1.0
47709,Male,n/a,Other,n/a,n/a,Students,27.028063,2,T,1977-04-20,1997-01-24,2.0
47755,Male,Married,Greek,College/University,Selfemployed,Doctors,36.394251,3,F,1967-12-08,1997-01-28,4.0
47891,Male,n/a,Russians,n/a,n/a,Others,56.243669,3,F,1948-02-01,1997-02-06,6.0
47966,Female,n/a,Russians,n/a,n/a,MILITARY,41.976728,3,F,1962-05-09,1997-02-12,2.0
48023,Female,n/a,Russians,n/a,n/a,Others,40.919918,1,F,1963-05-30,1997-02-17,3.0
48174,Male,n/a,Other,n/a,Private Company / Partnership,Other Businessmen,42.017796,3,F,1962-04-24,1997-03-03,1.0
48276,Male,n/a,Other,n/a,Selfemployed,Other Professionals,51.364819,4,F,1952-12-18,1997-03-11,3.0
48341,Female,n/a,British,n/a,Housewife,Housewives,58.349076,5,F,1945-12-24,1997-03-17,0.0
48420,Female,n/a,Other,n/a,Private Company / Partnership,Skilled Worker,36.454483,3,F,1967-11-16,1997-03-21,3.0
48467,Male,n/a,Greek,n/a,Private Company / Partnership,Clerical Staff,32.977413,3,T,1971-05-09,1997-03-27,6.0
48532,Male,Married,Greek,n/a,Government - Semi-Government,MILITARY,31.616701,3,F,1972-09-17,1997-03-31,6.0
48550,Male,n/a,Greek,n/a,Government - Semi-Government,Clerical Staff,37.275838,3,T,1967-01-20,1997-03-31,4.0
48571,Male,Married,Greek,n/a,Government - Semi-Government,MILITARY,32.717317,3,F,1971-08-12,1997-04-02,3.0
48626,Male,Single,Greek,Secondary,Government - Semi-Government,Clerical Staff,38.02601,3,F,1966-04-21,1997-04-07,3.0
48678,Male,n/a,Greek Cypriot,n/a,n/a,Others,63.381246,1,F,1940-12-12,1997-04-10,3.0
48736,Female,n/a,Greek Cypriot,n/a,n/a,MILITARY,45.262149,1,F,1959-01-25,1997-04-16,6.0
48766,Female,n/a,British,n/a,Private Company / Partnership,Other Professionals,61.946612,4,F,1942-05-20,1997-04-18,2.0
48848,Male,n/a,Greek,n/a,Government - Semi-Government,MILITARY,32.62423,3,F,1971-09-15,1997-04-24,2.0
48914,Male,n/a,British,n/a,n/a,MILITARY,63.312799,3,F,1941-01-06,1997-05-02,0.0
48990,Male,n/a,Russians,n/a,n/a,MILITARY,48.334018,1,F,1955-12-30,1997-05-06,4.0
49082,Male,n/a,Other,n/a,n/a,MILITARY,44.528405,1,F,1959-10-20,1997-05-09,1.0
49122,Male,n/a,Other,n/a,Private Company / Partnership,SENIOR MANAGER,47.540041,4,F,1956-10-15,1997-05-12,0.0
49214,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,28.731006,3,F,1975-08-07,1997-05-19,3.0
49275,Female,n/a,British,n/a,n/a,Students,24.969199,2,T,1979-05-12,1997-05-23,5.0
49331,Female,Married,British,n/a,Housewife,n/a,37.968515,1,F,1966-05-12,1997-05-27,3.0
49373,Female,n/a,Other,n/a,n/a,Clerical Staff,31.854894,2,F,1972-06-22,1997-05-29,3.0
49455,Female,n/a,Other,n/a,Private Company / Partnership,Skilled Worker,41.377139,2,F,1962-12-14,1997-06-03,4.0
49517,Male,n/a,Other,n/a,n/a,Doctors,66.746064,3,F,1937-08-01,1997-06-09,6.0
49588,Male,n/a,Other,n/a,n/a,Others,46.409309,1,F,1957-12-02,1997-06-12,0.0
49627,Male,n/a,Russians,n/a,n/a,Others,35.288159,1,T,1969-01-15,1997-06-17,2.0
49712,Male,n/a,Other,n/a,University - College Student,n/a,29.409993,2,T,1974-12-02,1997-06-23,0.0
49776,Female,n/a,Greek Cypriot,n/a,n/a,Others,48.328542,1,F,1956-01-01,1997-06-26,6.0
49830,Female,Married,Russians,n/a,Housewife,n/a,42.228611,1,F,1962-02-06,1997-07-01,1.0
49917,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Other Professionals,49.357974,1,F,1954-12-21,1997-07-04,1.0
49990,Male,n/a,Russians,n/a,Housewife,n/a,50.376454,1,F,1953-12-14,1997-07-09,0.0
50033,Male,Married,British,n/a,Puplic Company,Clerical Staff,56.273785,7,F,1948-01-21,1997-07-11,2.0
50118,Male,Married,Other,n/a,n/a,Architects/Civil Eng/Land,42.327173,2,F,1962-01-01,1997-07-16,0.0
50232,Female,n/a,Other,n/a,n/a,MILITARY,40.908966,1,F,1963-06-03,1997-07-23,0.0
50327,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Unskilled Worker,46.699521,3,F,1957-08-18,1997-07-29,6.0
50439,Female,n/a,Russians,n/a,n/a,Other Businessmen,43.345654,3,F,1960-12-25,1997-08-05,6.0
50513,Male,Married,British,n/a,Government - Semi-Government,MILITARY,54.880219,3,F,1949-06-13,1997-08-08,0.0
50637,Male,n/a,Russians,n/a,Selfemployed,Other Businessmen,46.135524,1,F,1958-03-12,1997-08-18,2.0
50691,Female,n/a,Other,n/a,n/a,Teachers / Professors,33.670089,3,T,1970-08-29,1997-08-20,5.0
50770,Male,n/a,Greek Cypriot,n/a,n/a,n/a,74.850103,4,F,1929-06-24,1997-08-26,0.0
50829,Female,n/a,Other,n/a,n/a,Accountants,55.564682,1,F,1948-10-06,1997-08-28,2.0
50917,Male,n/a,Other,n/a,n/a,Unskilled Worker,34.902122,2,T,1969-06-05,1997-09-02,3.0
51036,Male,n/a,British,n/a,n/a,Teachers / Professors,48.747433,3,F,1955-08-01,1997-09-09,0.0
51096,Female,Married,Other,n/a,Private Company / Partnership,Teachers / Professors,33.806982,2,F,1970-07-10,1997-09-12,4.0
51180,Male,n/a,Russians,n/a,n/a,Others,35.507187,2,F,1968-10-27,1997-09-17,6.0
51225,Female,n/a,Russians,n/a,n/a,Other Businessmen,45.661875,1,F,1958-09-01,1997-09-19,0.0
51286,Male,n/a,Greek,n/a,Government - Semi-Government,Clerical Staff,44.246407,3,F,1960-01-31,1997-09-24,6.0
51346,Female,n/a,Greek Cypriot,n/a,n/a,Others,35.778234,1,F,1968-07-20,1997-09-26,5.0
51403,Male,Single,Greek,n/a,University - College Student,n/a,46.885695,2,F,1957-06-11,1997-09-30,1.0
51487,Male,n/a,Russians,n/a,Private Company / Partnership,Other Businessmen,39.80835,2,F,1964-07-09,1997-10-06,3.0
51559,Male,n/a,Russians,n/a,Private Company / Partnership,Salesmen,63.014374,1,F,1941-04-25,1997-10-09,4.0
51669,Female,Married,Russians,n/a,Housewife,n/a,36.914442,3,F,1967-06-01,1997-10-15,3.0
51728,Female,Married,British,n/a,Housewife,n/a,49.826146,1,F,1954-07-03,1997-10-20,5.0
51811,Male,n/a,Other,n/a,University - College Student,n/a,28.169747,2,T,1976-02-28,1997-10-24,5.0
51875,Male,n/a,Other,n/a,n/a,MILITARY,36.306639,1,F,1968-01-09,1997-10-29,1.0
51934,Female,Married,Other,n/a,Private Company / Partnership,Skilled Worker,29.645448,4,F,1974-09-07,1997-11-03,5.0
51991,Male,n/a,British,n/a,n/a,Other Businessmen,55.468857,1,F,1948-11-10,1997-11-05,2.0
52031,Female,Married,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,33.875428,5,F,1970-06-15,1997-11-07,0.0
52075,Female,n/a,British,n/a,n/a,Diplomats,51.8987,4,F,1952-06-06,1997-11-11,4.0
52158,Male,n/a,British,n/a,n/a,Other Professionals,28.810404,4,F,1975-07-09,1997-11-17,2.0
52252,Female,n/a,Other,n/a,University - College Student,n/a,27.008898,2,T,1977-04-27,1997-11-25,2.0
52325,Female,n/a,Russians,n/a,n/a,Accountants,46.945927,3,F,1957-05-20,1997-12-01,0.0
52440,Male,n/a,Greek,n/a,Private Company / Partnership,Skilled Worker,48.257358,2,F,1956-01-27,1997-12-10,4.0
52527,Male,n/a,Russians,n/a,n/a,Other Businessmen,54.880219,3,F,1949-06-13,1997-12-17,0.0
52579,Male,n/a,Other,n/a,Private Company / Partnership,Clerical Staff,43.857632,3,F,1960-06-21,1997-12-22,1.0
52702,Female,n/a,Greek,n/a,n/a,Private Schools,39.972621,3,F,1964-05-10,1997-12-30,6.0
52841,Male,n/a,British,n/a,Retired,n/a,67.559206,4,F,1936-10-08,1998-01-07,3.0
52937,Male,n/a,Greek Cypriot,n/a,n/a,MILITARY,43.288159,1,F,1961-01-15,1998-01-12,6.0
53023,Male,n/a,Greek Cypriot,n/a,n/a,Others,47.622177,1,F,1956-09-15,1998-01-19,5.0
53108,Male,n/a,Russians,n/a,Private Company / Partnership,Other Businessmen,45.639973,3,F,1958-09-09,1998-01-23,1.0
53163,Male,n/a,Russians,n/a,n/a,Other Professionals,45.336071,2,F,1958-12-29,1998-01-27,0.0
53218,Female,n/a,Russians,n/a,n/a,MILITARY,47.175907,3,F,1957-02-25,1998-01-30,0.0
53279,Female,n/a,British,n/a,Retired,n/a,65.106092,1,F,1939-03-23,1998-02-04,3.0
53340,Male,n/a,Greek Cypriot,n/a,n/a,Others,72.974675,2,F,1931-05-10,1998-02-09,6.0
53406,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Clerical Staff,43.145791,4,F,1961-03-08,1998-02-13,2.0
53483,Male,n/a,Russians,n/a,n/a,Others,43.655031,1,F,1960-09-03,1998-02-18,5.0
53520,Female,n/a,Other,n/a,Housewife,n/a,65.768652,1,F,1938-07-24,1998-02-20,6.0
53570,Male,n/a,Other,n/a,Private Company / Partnership,MILITARY,34.255989,1,F,1970-01-27,1998-02-24,1.0
53632,Female,Single,British,n/a,Private Company / Partnership,Other Professionals,36.438056,2,F,1967-11-22,1998-03-03,2.0
53670,Male,n/a,Greek,n/a,Private Company / Partnership,Other Professionals,31.969884,3,T,1972-05-11,1998-03-05,3.0
53740,Male,n/a,Other,n/a,Puplic Company,Architects/Civil Eng/Land,45.338809,4,F,1958-12-28,1998-03-10,6.0
53806,Female,n/a,Greek Cypriot,n/a,Selfemployed,Other Businessmen,58.078029,4,F,1946-04-02,1998-03-13,1.0
53873,Male,n/a,British,n/a,Retired,n/a,54.028747,4,F,1950-04-20,1998-03-19,3.0
53944,Male,n/a,Other,n/a,n/a,Other Businessmen,38.275154,1,F,1966-01-20,1998-03-26,3.0
54004,Male,n/a,Russians,n/a,n/a,Other Businessmen,58.310746,1,F,1946-01-07,1998-03-31,0.0
54053,Male,n/a,Russians,n/a,n/a,Other Businessmen,45.91102,3,F,1958-06-02,1998-04-03,0.0
54112,Male,n/a,Other,n/a,University - College Student,n/a,30.080767,3,T,1974-04-01,1998-04-10,0.0
54180,Female,n/a,Russians,n/a,n/a,Other Businessmen,43.994524,5,F,1960-05-02,1998-04-16,0.0
54235,Male,n/a,Other,n/a,n/a,MILITARY,34.924025,1,T,1969-05-28,1998-04-23,2.0
54336,Female,n/a,Russians,n/a,n/a,Other Businessmen,40.041068,1,F,1964-04-15,1998-04-30,2.0
54375,Male,n/a,Russians,n/a,n/a,Other Professionals,39.8987,3,F,1964-06-06,1998-05-04,5.0
54427,Male,n/a,Greek Cypriot,n/a,n/a,Others,49.163587,1,F,1955-03-02,1998-05-06,2.0
54448,Male,n/a,Russians,n/a,Private Company / Partnership,Other Businessmen,61.303217,3,F,1943-01-10,1998-05-07,6.0
54529,Male,n/a,British,n/a,Retired,n/a,68.492813,3,F,1935-11-02,1998-05-12,5.0
54579,Female,n/a,British,n/a,Retired,Pentioners,68.251882,4,F,1936-01-29,1998-05-15,2.0
54646,Male,n/a,Russians,n/a,n/a,Others,39.093771,2,T,1965-03-27,1998-05-19,5.0
54669,Male,n/a,Greek Cypriot,n/a,n/a,Others,58.622861,1,F,1945-09-15,1998-05-20,5.0
54743,Female,Married,Other,n/a,Private Company / Partnership,Other Businessmen,45.193703,3,F,1959-02-19,1998-05-26,3.0
54792,Female,n/a,Russians,n/a,Housewife,n/a,54.792608,1,F,1949-07-15,1998-05-28,4.0
54922,Male,n/a,Greek,n/a,n/a,Unskilled Worker,28.142368,2,T,1976-03-09,1998-06-05,1.0
55006,Male,n/a,Other,n/a,Private Company / Partnership,Doctors,52.169747,4,F,1952-02-28,1998-06-11,3.0
55084,Female,n/a,Russians,n/a,Housewife,Housewives,42.830938,2,F,1961-07-01,1998-06-17,5.0
55134,Male,n/a,Other,n/a,University - College Student,n/a,27.290897,2,T,1977-01-14,1998-06-22,4.0
55192,Male,n/a,Greek,n/a,n/a,Others,32.50924,1,T,1971-10-27,1998-06-24,2.0
55241,Male,n/a,Other,n/a,n/a,Others,50.595483,2,F,1953-09-25,1998-06-29,4.0
55328,Female,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,53.612594,1,F,1950-09-19,1998-07-03,1.0
55394,Male,Married,British,n/a,Retired,n/a,54.236824,2,F,1950-02-03,1998-07-07,4.0
55457,Male,n/a,Russians,n/a,n/a,Other Businessmen,48.054757,1,F,1956-04-10,1998-07-10,1.0
55489,Female,Married,British,n/a,Housewife,n/a,47.329227,1,F,1956-12-31,1998-07-13,0.0
55539,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,Skilled Worker,20.676249,2,T,1983-08-27,1998-07-16,5.0
55595,Female,n/a,Russians,n/a,n/a,Doctors,46.020534,3,F,1958-04-23,1998-07-22,2.0
55671,Female,Married,British,n/a,Private Company / Partnership,Other Businessmen,39.583847,3,F,1964-09-29,1998-07-27,1.0
55740,Male,Married,British,n/a,Retired,n/a,73.741273,3,F,1930-08-03,1998-07-30,6.0
55793,Female,n/a,Other,n/a,Housewife,n/a,31.011636,2,F,1973-04-26,1998-08-04,3.0
55839,Female,n/a,Greek Cypriot,n/a,n/a,Clerical Staff,44.07666,2,F,1960-04-02,1998-08-06,5.0
55903,Male,n/a,Greek Cypriot,n/a,n/a,Others,45.327858,1,F,1959-01-01,1998-08-10,3.0
55970,Female,n/a,Greek,n/a,Housewife,n/a,33.382615,1,T,1970-12-12,1998-08-14,5.0
56028,Female,Married,Greek Cypriot,College/University,Private Company / Partnership,Middle Manager,32.711841,1,T,1971-08-14,1998-08-19,5.0
56098,Female,n/a,Russians,n/a,n/a,Students,25.68104,2,T,1978-08-25,1998-08-24,4.0
56154,Female,n/a,Greek Cypriot,n/a,Government - Semi-Government,Teachers / Professors,38.86653,4,F,1965-06-18,1998-08-27,4.0
56212,Male,Married,Greek Cypriot,n/a,Puplic Company,Clerical Staff,29.256674,3,F,1975-01-27,1998-08-31,0.0
56294,Male,n/a,Lebanese,n/a,Private Company / Partnership,Clerical Staff,48.974675,2,F,1955-05-10,1998-09-04,1.0
56351,Female,n/a,Russians,n/a,Private Company / Partnership,Other Professionals,28.298426,1,F,1976-01-12,1998-09-08,0.0
56406,Male,n/a,Other,n/a,Private Company / Partnership,Clerical Staff,56.84052,5,F,1947-06-28,1998-09-11,5.0
56475,Male,Married,Other,Masters/PHD,n/a,Teachers / Professors,53.793292,6,F,1950-07-15,1998-09-15,5.0
56512,Female,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,39.18412,1,F,1965-02-22,1998-09-16,0.0
56548,Male,Married,Greek Cypriot,n/a,Selfemployed,Other Professionals,43.22245,3,F,1961-02-08,1998-09-18,2.0
56614,Male,n/a,British,n/a,Private Company / Partnership,Other Professionals,50.16564,2,F,1954-03-01,1998-09-22,0.0
56681,Male,n/a,Greek Cypriot,n/a,n/a,Teachers / Professors,64.503765,1,F,1939-10-29,1998-09-25,6.0
56703,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,83.397673,3,F,1920-12-06,1998-09-28,0.0
56747,Female,n/a,Russians,n/a,n/a,Solicitors,57.883641,2,F,1946-06-12,1998-09-29,2.0
56796,Male,n/a,British,n/a,n/a,Other Businessmen,68.555784,1,F,1935-10-10,1998-10-02,3.0
56845,Female,Married,Other,n/a,Private Company / Partnership,Teachers / Professors,32.977413,4,F,1971-05-09,1998-10-05,6.0
56899,Male,n/a,Other,n/a,Private Company / Partnership,Unskilled Worker,25.774127,2,F,1978-07-22,1998-10-07,5.0
56965,Male,n/a,Russians,n/a,Selfemployed,Other Professionals,69.522245,5,F,1934-10-22,1998-10-12,0.0
57008,Male,n/a,Russians,n/a,Private Company / Partnership,Clerical Staff,35.416838,3,F,1968-11-29,1998-10-13,4.0
57029,Female,n/a,Russians,n/a,Private Company / Partnership,Clerical Staff,61.557837,3,F,1942-10-09,1998-10-13,4.0
57088,Male,n/a,Other,n/a,University - College Student,n/a,27.594798,2,F,1976-09-25,1998-10-15,5.0
57137,Female,n/a,Russians,n/a,Housewife,n/a,50.321697,3,F,1954-01-03,1998-10-19,6.0
57165,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,30.42026,1,F,1973-11-28,1998-10-20,2.0
57219,Female,n/a,Russians,n/a,n/a,Teachers / Professors,65.64271,5,F,1938-09-08,1998-10-23,3.0
57281,Male,n/a,Russians,n/a,Private Company / Partnership,Clerical Staff,39.507187,3,F,1964-10-27,1998-10-29,1.0
57337,Female,n/a,British,n/a,n/a,Other Businessmen,71.92334,6,F,1932-05-28,1998-11-03,5.0
57396,Female,n/a,Russians,n/a,n/a,Other Businessmen,42.069815,1,F,1962-04-05,1998-11-06,3.0
57435,Male,n/a,Greek Cypriot,n/a,Retired,n/a,67.832991,2,F,1936-06-30,1998-11-09,1.0
57461,Male,n/a,Greek Cypriot,n/a,Private Company / Partnership,SENIOR MANAGER,60.213552,3,F,1944-02-12,1998-11-10,5.0
57484,Male,n/a,Other,n/a,Private Company / Partnership,MILITARY,43.181383,3,F,1961-02-23,1998-11-11,3.0
57544,Male,n/a,British,n/a,Government - Semi-Government,Other Professionals,49.100616,5,F,1955-03-25,1998-11-16,4.0
57597,Male,n/a,Other,n/a,University - College Student,n/a,28.438056,2,T,1975-11-22,1998-11-19,5.0
57672,Male,n/a,Russians,n/a,Private Company / Partnership,Clerical Staff,48.657084,1,F,1955-09-03,1998-11-25,5.0
57719,Female,n/a,Russians,n/a,Private Company / Partnership,MILITARY,27.975359,3,F,1976-05-09,1998-11-30,6.0
57775,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,57.407255,1,F,1946-12-03,1998-12-03,1.0
57844,Female,n/a,British,n/a,Retired,n/a,53.081451,4,F,1951-04-01,1998-12-09,6.0
57903,Male,n/a,Other,n/a,n/a,Architects/Civil Eng/Land,42.494182,3,F,1961-11-01,1998-12-14,2.0
57965,Male,n/a,Other,n/a,n/a,Others,53.44011,4,F,1950-11-21,1998-12-17,1.0
58060,Female,n/a,Greek,n/a,n/a,Teachers / Professors,30.302533,2,T,1974-01-10,1998-12-23,3.0
58095,Male,n/a,British,n/a,n/a,Others,53.275838,4,F,1951-01-20,1998-12-28,5.0
58163,Female,n/a,Russians,n/a,Housewife,n/a,48.229979,1,F,1956-02-06,1998-12-30,0.0
58274,Female,n/a,Other,n/a,Housewife,n/a,32.29295,1,T,1972-01-14,1999-01-07,4.0
58328,Male,n/a,Greek,n/a,n/a,Unskilled Worker,46.841889,2,F,1957-06-27,1999-01-11,3.0
58427,Female,Married,British,n/a,Private Company / Partnership,Other Professionals,45.511294,3,F,1958-10-26,1999-01-14,6.0
58478,Male,n/a,Russians,n/a,n/a,Others,36.386037,1,F,1967-12-11,1999-01-18,0.0
58534,Male,n/a,Other,n/a,n/a,Unskilled Worker,32.459959,2,F,1971-11-14,1999-01-21,6.0
58585,Male,n/a,Other,n/a,Private Company / Partnership,Clerical Staff,34.12731,2,T,1970-03-15,1999-01-25,6.0
58640,Female,n/a,Other,n/a,Housewife,n/a,52.876112,3,F,1951-06-15,1999-01-28,4.0
58682,Male,n/a,Other,n/a,n/a,Other Businessmen,45.607118,1,F,1958-09-21,1999-02-01,6.0
58721,Female,n/a,Greek Cypriot,n/a,n/a,Others,47.482546,2,F,1956-11-05,1999-02-02,0.0
58776,Male,n/a,Other,n/a,University - College Student,n/a,31.247091,2,T,1973-01-30,1999-02-03,1.0
58807,Male,n/a,Russians,n/a,Private Company / Partnership,MILITARY,29.883641,1,T,1974-06-12,1999-02-04,2.0
58844,Male,Married,Greek,College/University,Private Company / Partnership,Other Professionals,44.030116,4,F,1960-04-19,1999-02-08,1.0
58887,Male,n/a,Other,n/a,University - College Student,n/a,27.093771,2,T,1977-03-27,1999-02-09,6.0
58924,Male,n/a,Other,n/a,n/a,Students,29.713895,2,T,1974-08-13,1999-02-11,1.0
58961,Female,Married,Other,n/a,Private Company / Partnership,Other Professionals,52.895277,3,F,1951-06-08,1999-02-15,4.0
59000,Male,n/a,Russians,n/a,n/a,Others,45.127995,5,F,1959-03-15,1999-02-16,6.0
59035,Male,n/a,Other,n/a,n/a,Students,27.594798,2,T,1976-09-25,1999-02-17,5.0
59083,Male,n/a,British,n/a,Private Company / Partnership,MILITARY,31.140315,2,F,1973-03-10,1999-02-23,5.0
59128,Female,n/a,Greek Cypriot,n/a,Private Company / Partnership,Technicians,32.090349,3,T,1972-03-28,1999-02-24,1.0
59209,Male,n/a,Greek,n/a,n/a,Other Businessmen,53.289528,1,F,1951-01-15,1999-03-01,0.0
59267,Male,n/a,Greek Cypriot,n/a,n/a,Other Businessmen,33.193703,1,T,1971-02-19,1999-03-03,4.0
59313,Female,n/a,Greek,n/a,Private Company / Partnership,Unskilled Worker,40.772074,1,F,1963-07-23,1999-03-08,1.0
59366,Male,n/a,Russians,n/a,Private Company / Partnership,Other Businessmen,27.096509,1,T,1977-03-26,1999-03-10,5.0
59425,Female,n/a,Other,n/a,n/a,Clerical Staff,45.538672,2,F,1958-10-16,1999-03-15,3.0
59453,Female,n/a,British,n/a,n/a,Travel Agents/Airline Employees,56.128679,2,F,1948-03-14,1999-03-17,6.0
59484,Female,Single,Russians,n/a,Private Company / Partnership,Teachers / Professors,31.227926,1,F,1973-02-06,1999-03-18,1.0
59523,Male,n/a,British,n/a,Private Company / Partnership,Other Businessmen,62.299795,4,F,1942-01-11,1999-03-22,6.0
59574,Male,n/a,British,n/a,Private Company / Partnership,Clerical Staff,42.672142,1,F,1961-08-28,1999-03-24,0.0
59627,Male,n/a,British,n/a,n/a,Others,69.94935,2,F,1934-05-19,1999-03-30,5.0
59670,Female,n/a,British,n/a,n/a,Others,43.824778,2,F,1960-07-03,1999-04-02,6.0
59758,Male,n/a,British,n/a,Retired,n/a,67.08282,6,F,1937-03-31,1999-04-07,2.0
